comment,amount,link
,0.0234,https://etherscan.io/tx/0x7e3ac97ff889e327e650c7d36b26138441b63c06722602a6e3610306154a22cc
,0.1,https://etherscan.io/tx/0x40ea578d30fda7046b6eddccfe5e2063dec03f1817f17f87eadab65ed9e6232b
,0.0500,https://etherscan.io/tx/0x40a270347e55698e4b4a3aa1faed3e1f396d36c64e683ab218b484524a06832e
,0.0062,https://etherscan.io/tx/0x25085c5d8f94ca39779581440167f95d4807ba3d2078e2152ed1faf51782efda
,0.0234,https://etherscan.io/tx/0x2337ecff1385c868931159fcbb1ff362513b7167fa6300fa02bd05a417373564
,0.05,https://etherscan.io/tx/0x01be61dc0a961cd4ba1873fd593f5ed74dd1b14a5f890cb57684e57333c38eb2
,0.0234,https://etherscan.io/tx/0xf1e323662b493548b7a0c8222c34316536f8cb742c74349db0baa8be8bca9ed0
,0.01,https://etherscan.io/tx/0xd50db6ac5e83b1a10643cb63d8861c6b929809d9f8a30360ad88f86daa3214dd
,0.01,https://etherscan.io/tx/0x7e68b4f2d074f6a95996fdad04297b4f2cd8318365465054e348cc27da28dcd0
,0.24,https://etherscan.io/tx/0x69e5fedc22c4383a00a03178b04245a1eb76580ef1d60b9f240251f3775ec12b
,0.2,https://etherscan.io/tx/0x65e93c2f4e5ff3516233e857cf2da97e0353f3dd0600a8a13e9d8b08de4f8c7d
,5,https://etherscan.io/tx/0x6503858a70497de830e4a6eb7eb262fc4dd628efa616abddf814f7f77f48fd91
,0.1,https://etherscan.io/tx/0x59cba55e80e8e42a23b5863ed50b97e7b3ade143910bd3beaa772e856dfc4590
,0.0419,https://etherscan.io/tx/0x2dc56001a296c4615c7af781635c5dba8c612a9af95309747c8b4416cb8a9013
,0.02,https://etherscan.io/tx/0xd9e6817355febc5e9d08bd4934f42496703393edc0411b39452caba287aad2d7
,10,https://etherscan.io/tx/0xaaaf2ac65983258f1ae47bbd1f44403bc10731a00abb07d227e01b08264f8593
,0.01,https://etherscan.io/tx/0x33ecc455d451f39632c54221e0797e0561c2d78605d9fcaf8957b3beb7c23463
,0.01,https://etherscan.io/tx/0x0078626edfb72abb02daeda1e69065cce8a96a47c3514af0db815466d2e5dc77
,0.1,https://etherscan.io/tx/0xba11dd802349797137a76096f898438514c5861a46c14b546ca7bd55ffcc4325
,60,https://etherscan.io/tx/0xa27e343d54ac1e4f45aaa8f1a53637d4ce0ac16f4f24e4d69449caa2f9320420
,0.025,https://etherscan.io/tx/0x97c9e906f37aef0f5e29a0b35bd8d93f9f2b76c91bfe37be71822caec52eea5a
,0.08,https://etherscan.io/tx/0x92cb9a008768030b2b1e173251a2bb2eef826a873780c982210ba8b15938bff7
,0.148,https://etherscan.io/tx/0xec55e4be1c3675bb6f4c8fc0cd8b25499bf80aaf5ff21def346e493ddcccf00e
,2,https://etherscan.io/tx/0xd86f22ad762f1f1ce22888527c2571a7609e0de45aa36283af685da96ca29fa3
,0.05,https://etherscan.io/tx/0x9fb938b00ed33fb417f69af7b0bd67c4c19ce95858a427cd6403757cc4850823
,0.15,https://etherscan.io/tx/0x93ab0c91492ee2ba87002efc1200ebe6d6d4e82f625b4f618e0eaca79636e9ef
,0.02,https://etherscan.io/tx/0x93635f8ddf4c6fa45718416b44d29a59ff32cbbc09683dd7ab737ba1833f633d
,0.25,https://etherscan.io/tx/0x713aec9f22e2794d0ca7c5c7779f499221d8eda1eab97e19ecc2c57a5a2fdb22
,0.006,https://etherscan.io/tx/0x52acd2e85ea8843dbf6780215a288f81db2ddf5bfc59aa823a9f28fbbdeeab9a
,0.01,https://etherscan.io/tx/0x132f2995e6986aa745a34749dcf297f7887edbfa54815cbc2135d8c94dc2d3a0
,0.2,https://etherscan.io/tx/0x042f66513728ffb8db2627652c030eddbd5914784ecf296ffcd391ad3e81c45e
,0.06,https://etherscan.io/tx/0xcca871927f000bf66ff890ccdc017dba4aa9367511217b93be723699b231bb73
,0.66,https://etherscan.io/tx/0xb1422e70b30c6bd5746f15b878d33e4ab9f84fd6427cf87ada34a8ff5e25d8cf
,0.16,https://etherscan.io/tx/0x9e8cded3eaede5c8dc05ed4111b6ce6ab9260c775183648baa8c0ac2363ee2a3
,0.046,https://etherscan.io/tx/0x8f057c26540bb63a6779641f859f278b776bb27c685ad8e7decde97066044f0e
,0.1,https://etherscan.io/tx/0x4f353fefaff2e5423a0143f673493dcb05a25b87f993ad47f43e414a18336d85
,0.03,https://etherscan.io/tx/0x1de0fa841afa63abd5fff123cba708f96767ed48890e044cb8ada324f35846cf
,0.025,https://etherscan.io/tx/0x1352d2c036d5dc5aaa0c27d3ade2cebfad3bbf1cfb5339bdf0f8f0a8c1769393
,0.05,https://etherscan.io/tx/0x0ca22f10cba7e1be334e687f319637ef4fab91d1330d2b0eb128c75e32a9b908
,1,https://etherscan.io/tx/0xe6a163b6dbced446b4ba0c4dd8cedb97116aa7c134fe8e9b9c3023c23f29f75a
,0.1,https://etherscan.io/tx/0xae0fdb54cf31c50ed666e40f89aefce2cb793a626d3c239d238169b680bf47bd
,0.1,https://etherscan.io/tx/0x95b42116c3de6b643f4a15e0fedbe66a7dff19156ab1c4564a970aceadc13d9a
,0.024,https://etherscan.io/tx/0x92c431a71849b850f9e832da36e5667638685e645a3a9c9837dd3bcca6248da9
,0.025,https://etherscan.io/tx/0x3cdeca7d749a5db071c7efcbf62a97040b3de5cd5e321a3082ddae8930302bb9
,1.85,https://etherscan.io/tx/0x20c2be7857b974f3705953640eae6480d271d175aa9dd1f61633d7c1aa24ef4f
,0.04,https://etherscan.io/tx/0x24d619888bce0cbf479fda47458122a3b64e260a75267aab83d393dc0d2b4245
,0.0025,https://etherscan.io/tx/0xf344d30415b46e993fb95db113187e0ef638a53b57d1c1bd9d50730cb24093e5
,1,https://etherscan.io/tx/0x93ef981e2650d0fbdd21600b0431c69e2e7d736172317268e3d3679bc8de598b
,1,https://etherscan.io/tx/0x5142238cc0896c90cb1c606e3559f9ba566e9f6c451d3adda78943d98eb92566
,0.005,https://etherscan.io/tx/0x2efe3149cfed55752a73582a536288578674b2d5a1e88079e093dd8dec828184
,0.07,https://etherscan.io/tx/0x2bd01b73a59add6fcf7d21669a25f754d27f381ea05fa6bce6bbbf2d3b6747d7
,0.05,https://etherscan.io/tx/0x24f1ccc4811689df53d65e5156991e64d9f607b1d6df9f4b2f944a73727507a0
,1,https://etherscan.io/tx/0xc0e03c257f2acd0f6a0d92e2f0306c3b9c253c2550fc5b83b7ac0b3079041ebe
,1,https://etherscan.io/tx/0xa74b3fd26e47d375e809882d76e6ea91e1b9ebb27b79baa6089b21e92b660f7f
,0.0046,https://etherscan.io/tx/0x82128bd182cbb3b0a483be262b5efd6f5b28c28871055cae8e98be8f30ed68c9
,0.001,https://etherscan.io/tx/0x731b18fbc2893fe3a4d9cb9d0d04d79bae833716d489f64e3f8ceb857a133e8f
,0.02,https://etherscan.io/tx/0x4d9ec6ff90d5eef63541243ed816d2daff74667084ae24a9dac163a704b69478
,0.037,https://etherscan.io/tx/0x8f7ce5e244a28939db4ce3b133884f5c33297122558e24b96057c94179e43b66
,0.2,https://etherscan.io/tx/0x1fc0658ec614bdfb9754331ebec201356921e94636e182ab43dcb96abf0fa33c
,0.1,https://etherscan.io/tx/0x1af50e55e6f3cd1e7b1c4164b9ee104c3cf64fc46a4c60ebaf2cdce2b3bd115e
,0.02,https://etherscan.io/tx/0xeef4b9b63935c9ca29984750de8645846e19e702dac3a51f9582bfe88de8014b
,0.02,https://etherscan.io/tx/0x1d0f1c351ceec8a3256d8fe2024f2c2901874a9ba2b6fc4bee26a066c43d1d42
,0.05,https://etherscan.io/tx/0x9fd50154a6fca6a8ad6df9fde3fe5acba5a0a6eeac546d3e6cb8734fa813d803
,0.07,https://etherscan.io/tx/0x2b2cf12097609fc92cf742e6aa6aa503100915dc21ec782ec7a29609cab23781
,0.0888,https://etherscan.io/tx/0xf45c56568d7ccfb49b59254bbb37991879cd18f02efe4a739ed565869830cb31
,0.01,https://etherscan.io/tx/0xf452547f1fb7ef7d551eed9862a73e62600759d454989d43a932a2098f52a672
,0.01,https://etherscan.io/tx/0xee43b883cf5bcb9a99ba62524089bbcf11b66abb09a870734364cbdca100767d
,0.1,https://etherscan.io/tx/0xeca75536dc7db4f603529915b572ee835650c882cf2418c21c1add26413e7308
,0.4,https://etherscan.io/tx/0xe1fda3f6c490b01131597fe654c48a71641daa9a7b956f3baf49e9d8dfffdee5
,0.1787,https://etherscan.io/tx/0xcd676176da0c93fb6e094f27f5cc3ba5a7d7a78d27508e90930482a44d103401
,0.2,https://etherscan.io/tx/0xc72bb836aef8640055060f41f0e5b860a1da9355dc72bb435bb62d80c6e6ac31
,2,https://etherscan.io/tx/0x6fb2d055fb12ff39595f9a5ad120c20b101ba4332e207b1619e1db061bede347
,0.05,https://etherscan.io/tx/0x422db1bda16c7d02947827269b9a682aae665ae605e3aa0f63a9a42958130bff
,0.03,https://etherscan.io/tx/0x410dcf0f321766691409a029d24789eafddd0e2020a547d247e1ee740da6d562
,0.1,https://etherscan.io/tx/0x0eb036a6917ef46186ed114d74a1e22249ac82543ba1ba2c25f8e0e1a06f9fdc
,0.5,https://etherscan.io/tx/0x06dc4417ed83a6f0edd77cde8b2d7e7be260a025d2c517f6200720658417a957
,0.1,https://etherscan.io/tx/0xe7944a1476c8cdd346f04216d1c68b892b4f5a9b1e3e5c5353ca62001ca63594
,1,https://etherscan.io/tx/0xf97ed2d502ab977970385104fc1974cadaeb18308cbe82baaf8e045ed92dbec2
,0.2344,https://etherscan.io/tx/0xe9cf21b05dc2d6a50a0b271abf838bbce176c10fc8f419fd544068892b74d544
,0.01,https://etherscan.io/tx/0xb882f2fd14aeea9c9527bb2056f0f61aafef188e3250e5fe4760982248ff7ff2
,0.28,https://etherscan.io/tx/0xb6a2b0edb80af2eb52128e0a157d1d1af10e629fbbfb39727b9507393850fa10
,1,https://etherscan.io/tx/0x6ef2c4a6909a7c716ed14d53e99d1f523981079e1066e926f90f27cf0ae37c0c
,1,https://etherscan.io/tx/0x6c7b920d52c95711aec44a5cfc6c65755582a12e902c6dc9a60e24f49dd8517d
,0.08,https://etherscan.io/tx/0x31d9da582bc05b14d88d91cde476bfa13af046a834dbd4596248b10e2288e43a
,0.025,https://etherscan.io/tx/0x319d60aea8f228f22c41c7ddae6662682f6e530f607764bd54b0de33113a3524
,0.1,https://etherscan.io/tx/0x16505cde42d87541a15ca676b01084cb0567acdf231bfefaf54a91b4540dcd6a
,0.108,https://etherscan.io/tx/0xe5af1eb0b1472b7dbdfd338bad649847fcaaf9977fed494fed635ee028046fa5
,0.05,https://etherscan.io/tx/0x7b4112c6157bd24ce5be143563be30dee798157ec5de6d0777ae870c71980616
,0.0234,https://etherscan.io/tx/0xf88094bccf7bb5a7f2824ebe4afbbcb54d9bb4a1fae31a44fb6c32515a90cf2b
,0.4,https://etherscan.io/tx/0xd376a7db026dabdfa10c35364678a2d9bad734f32aef490e4343aa28ba681f55
,0.05,https://etherscan.io/tx/0xb1fc4afe16683dbc09dc90990c78edcb8bddebd890b128700c53dd018945c81e
,0.07,https://etherscan.io/tx/0xb1b30e633f1b3d3c7904dda5d5eae97ab1073bcf68dcbd2ecb966518ebc4f23c
,0.2,https://etherscan.io/tx/0xa0d2101bafa52b0ceb84163394b09d897971ba9e012610fc5e366cc285f0560a
,0.2,https://etherscan.io/tx/0x5e8fe6e71bef2db396abe86bbd80f80ff12a026e549183f5d4f6513a2f41a328
,0.0234,https://etherscan.io/tx/0x5c9980476722430898e9248cc678cf8728ca15ae92dac99d69afc95b4461c80d
,1,https://etherscan.io/tx/0x3ed5a11a0ae1e447a56e03128592ee0d08f72f50f9c17a08d9d9dec7a5ff6e3f
,0.6,https://etherscan.io/tx/0x203d609a725709d0798006b05cfbd7e4d6a48c5a075a665a047f288c1a7f6d42
,0.05,https://etherscan.io/tx/0xf7b0020a048c7eb21d02f6c6b57df2fc66c83465f0b8d5c864d40473d6d7d553
,0.2,https://etherscan.io/tx/0xc7f0eb01985f294aa32099b6151701e162049695095d2ccc86f9301d570ebdb9
,0.33,https://etherscan.io/tx/0x9fb869b7cbde3f99b4060d5e38b857edd4393f0201dfef1854590ba84b297b3f
,0.02,https://etherscan.io/tx/0x8dd10a950efc5b962e7f28c4db516dc29b8d49ca56474d9d4bec35322af47350
,0.05,https://etherscan.io/tx/0x776d3131a72a83ccc6973cd9c8f949dbd42101c3112c01720e2183091860b258
,0.0003,https://etherscan.io/tx/0x4d20a4be062c5af063e1da0275465ea850d051093687346d9cfc165e09eb64e4
,0.1,https://etherscan.io/tx/0x287ffefdf42e1770944edf7182761334ac6a332538d4aa5de822bb3872fa4749
,10,https://etherscan.io/tx/0x1d73f6f9fe520b61041bdde9a568ceee1918b3eab2a4e9253e8dd166311c6b67
,0.2,https://etherscan.io/tx/0xd75cbcaa41d485419d20d6d741f3df55df5891f03da808c3e5d28d4c83191312
,0.1,https://etherscan.io/tx/0x8ec1f9cb83244e54a048e1fdc256575d107b4a22e5d11557e7d1ca8b261c3c19
,0.5,https://etherscan.io/tx/0x55aef24396a7c2561daadc7f2257df3243686b707862d4123fb4c7a66cd241ee
,0.54,https://etherscan.io/tx/0x3abacc811d99336d2b60a2f47755f2e21caa4cbfa91ab12760764ca64316a6dc
,0.35,https://etherscan.io/tx/0x6106ad09252a5d8bd8bb8b1a7c041ae6f56e796d661685ecedad47799387ae69
,1,https://etherscan.io/tx/0xd907fd5221fc7cd0886e9b522b79df6e8a94202eafae4af8d16af2d4e1a56f74
,0.08,https://etherscan.io/tx/0xd53b1cd5465b43b8e72927bf6cb1ac3748ac312f83159f150799cb0a288c8e9b
,0.2,https://etherscan.io/tx/0xb094bc1ff2f457c5b1195eb85c2d24ada186440aaa7e7a89fa45a0d951932af8
,0.05,https://etherscan.io/tx/0x9b8ed90d9c8a53c1157cfef6cf4f35d1ba3c4cc7ff4ccce87b5828d0e666e985
,0.25,https://etherscan.io/tx/0x706deffe062b940527bdf9df746ae3a0e1ab1ec80d7a76323f9d606d5421e063
,0.03,https://etherscan.io/tx/0x549184a0f6fdbce4056075c0b00b7aae8ec9d195ef548014145437be242e9a5c
,0.15,https://etherscan.io/tx/0x4de85aeec2c53093106ab065c2d895ba8ea70998867ae681d6022050a9a4c01d
,0.027,https://etherscan.io/tx/0x20129fb96ac992ae8d1925d3618ddacfba0cf1b8761dbef644c1e41a29103a37
,1.9,https://etherscan.io/tx/0x09d29dc879e936955930d4ebba5db0cf1341dafbb65b1cc8ea6ed97dfce06a9c
,0.5,https://etherscan.io/tx/0xdf12359e35931e80c4003ec1c22c0cdfef9b28b166e4a6f30a6252a29d1c06d4
,0.05,https://etherscan.io/tx/0xcfb9f32ad34a4fa69bed9cbddba9f27367eb07e42def1a6753ba14b1329ec3e7
,0.1,https://etherscan.io/tx/0xcaa80e74cd91447a157b0043da2dc27affbc745658b605a03c46e5b748451b2a
,0.5,https://etherscan.io/tx/0xa0a75df71f61e7c1cb2a02f1c25a90841a61ed5a184bc8399e6c9674851f9ab5
,0.41,https://etherscan.io/tx/0x7600d91fbda6bc3d16a56f1a1ad8cf47e118efa70cfbbdc197f02d5361a51238
,0.0233,https://etherscan.io/tx/0x4762d4c51a1c3dc4ec4ac24d7c34515b4bd8e844aee699637d39c698cb59ffcf
,7,https://etherscan.io/tx/0x34d56d70fea466cd39a76734f0a3fa6f9f42897715b6c60e516e6f55536a75a2
,1,https://etherscan.io/tx/0xed6802e7a630c8a432c2fe888b37d33a0df0998b3ae5b15535de45af78b5338a
,0.4,https://etherscan.io/tx/0xebc4282c9919ce6068a956119d9cf356f44dd2d5a19a5e4fc05e21426398002a
,5,https://etherscan.io/tx/0xdaccc20114cd00a8ece5f31f8759774388f9e64a3f4d45e871bb8569c557a8fc
,0.1,https://etherscan.io/tx/0x8ed6d5d83d8b53dcf02af2e2197246dfce2f22e23a72c381c1ca421817d5fedd
,0.1,https://etherscan.io/tx/0x1c403afe43e8f36aa2babf60cf075b6345f0c02a6df6d577c73512af9dec86d0
,0.28,https://etherscan.io/tx/0xa0f4c9a47654eeb69e4d11292ed14a26ac476b8b16f85023ce323d1faee80231
,2,https://etherscan.io/tx/0x689472e4a2a0d1aeac3401f0b68a9da3aea36e0925777a5aa2546ec7b58fe55e
,0.69,https://etherscan.io/tx/0x66cfd335edc069a31a84f833fde77c3547625a5e526aafef96ac39743bda1bcc
,0.4,https://etherscan.io/tx/0x549b3140ab3aaa4a4127b203293e880b45c798d3cd1625ab851c073928514e43
,5,https://etherscan.io/tx/0x482803c0e2472a677b0c26728f0e34c21630af90da321e1b4db25f6b5e6576e4
,0.02,https://etherscan.io/tx/0x4698edb9c23bfe57efb0374f6319547ca1c0156051fe9ce8497d45a1c3400ff1
,0.05,https://etherscan.io/tx/0x0e9f03e92ed323d5e58eb2c30e3a1f227f8093ed86aa64d21d73ab5f322f0ef2
,0.2,https://etherscan.io/tx/0xd15d8a890148e7750d98405bddc3c08b8c4f3061dee43a4e66f26cd10a802801
,0.1,https://etherscan.io/tx/0x9c5c62c46f7feba21ec022dd233c973cf424c5b069e73771ce6f89ed7a04eab9
,1,https://etherscan.io/tx/0x7ec4a9e98b7d3bc350e14b803156c67575b926670f0402a9d9a883f3ad3d662c
,1,https://etherscan.io/tx/0x4a813dde93c9282defc47b5a37133acbe189fca1903fed79e428749892a8f644
,0.35,https://etherscan.io/tx/0x2fd49b558c38de2519e897704cb5c9e7b2fc0e66eb2945feec4dbc4479d733ec
,0.3,https://etherscan.io/tx/0x2a4114bdbe957b2202114c46cea7bc888d351ea4bc0f7efbd571d4b4cb25a326
,0.5,https://etherscan.io/tx/0x15b68ca5c5ad4266a5f51b4e09c973304a601e9c5b125cdc3b293bf54ac5c42c
,1.8,https://etherscan.io/tx/0x147335a8c4568ffbb887587ae9fd807a065c55528faac36ebb30663db7774faa
,1,https://etherscan.io/tx/0x12720c8c36d1022650c48491741881fdf24b1ea42f6a27e9906081b16ced6a96
,0.0175,https://etherscan.io/tx/0xef11714a1d39d1e0d6d683865011bf5de9fe06a7fc7c6d0e8f401147e0b604e0
,0.03,https://etherscan.io/tx/0xe00572a26f4c6c011a0a8ab34450a531c3ed7ae5e1f0a2cd4f5d8e1c7531a4b4
,0.03,https://etherscan.io/tx/0xd2d7ffbb15c857751efaf127a829537338867d2bf000bce46507048a0dc8957b
,0.1,https://etherscan.io/tx/0xc3e6d9f21c404d9109d7ab9845473df0fdb08d18778a48a353e010053beb0572
,0.0000,https://etherscan.io/tx/0xada1445f5e6db539e934431a51bc5151f9068167cae1e4f7659c992b3deea3bb
,0.01,https://etherscan.io/tx/0x6aff1f6c58192523747647aaa1a711290ed58b31034266a857d78ef1bdcea69a
,0.0046,https://etherscan.io/tx/0x5e9622c5a104e206d217344c60abf8b48a9af05cfe6a9535304a344e3af57858
,0.0117,https://etherscan.io/tx/0x21c68389a7ba8a1488ad76ea1b8a2ffbdba05749474472fdbf7885ab2c465af7
,8.1,https://etherscan.io/tx/0xd9dd17e1d95515bd80251c31ec5b0a892c5da0f265af44a8adac86cf8214e83e
,0.5,https://etherscan.io/tx/0xefadb3322273f0dbb9f38f72094f60de93a085583dab788c5dc93c66f3c39918
,0.0001,https://etherscan.io/tx/0xee994481391a2694edc2a0d9d2d1498bb513d0a810c9d713f9d8eac614493d75
,0.25,https://etherscan.io/tx/0xebe38aee3537ffda5d401d9b5e292d8ef9857e227d7efecd0c39c4cb88ef151f
,1.3,https://etherscan.io/tx/0x0569007ed9e3ac49eeb0be24952a1922c1200ac922624a68263680c1b1214bbd
,0.5,https://etherscan.io/tx/0xeccc754ded3f1f7e98bfb9e3384dffd71ce2170b7745399270f0039b02072cf4
,0.1,https://etherscan.io/tx/0xd71fa816e1d02718a82361eaf5d0c9faa699e61d675e0f58a8321791af2b4233
,0.0023,https://etherscan.io/tx/0xa86909809744edefe2373f83489f9fd308466199078ad8d7ff9083321d9e918c
,0.1,https://etherscan.io/tx/0xa0496bc14b2463d4aa70ca0498fd275d85c954790b70f4118be985d45a6afe16
,0.13,https://etherscan.io/tx/0x874cffc604f0447a3a3ce3575efb85dbe62f57b7a30817411f31630209a2593c
,0.46,https://etherscan.io/tx/0x6b76bc1d9af2f2725c5f42ecd1aa45eac52cc6986f08f208ebf1e9bc6a19d65f
,0.0468,https://etherscan.io/tx/0x48b93ea839f066a5246a57176fd75a1971389949a1516951dcffe36aad603287
,0.2,https://etherscan.io/tx/0x364f257633071ab2dd25dcbb908180e2aeaa3cedce7061d24254a63480c9ec9b
,0.101,https://etherscan.io/tx/0x2cff19e40a7b27f500ca10de0eeba34072a4b5cdb0ba56a8e975f86a9e359885
,0.01,https://etherscan.io/tx/0x17ab99ff6c50a0ceb081bef55b825a1c230377a79e6481256585387e5bc17345
,0.0117,https://etherscan.io/tx/0x160a359369fd0d9ae7bd33f5348b1a45c84dcf8c1e4b86e1e5c3fe8628ba26a4
,0.2205,https://etherscan.io/tx/0x8d67abc4ff17667e48ea7f487a3d8d8bd803f174719b691da2d60bea44121213
,4.973,https://etherscan.io/tx/0x746d93d11e400470c8a9a784a976d7c311f87b8c01134f8cc36f84aea4857025
,0.1,https://etherscan.io/tx/0x239b439c8660578673706c8cddc67b920c061aaf51dae5cd4889bb3b24881d23
,0.5,https://etherscan.io/tx/0xe7214f262d343d415c67440f7c97acd34e5360d90d5a1534387c4147403aa76d
,0.1,https://etherscan.io/tx/0xe680a7bd816c20e1f7cc1183f091884b43140e1896fc438cbdb1671194492ef1
,0.1,https://etherscan.io/tx/0xcc0e3980ec7622f9264fc7322ce63dcfd3399f6e883d54365940c3f364c72c68
,0.0075,https://etherscan.io/tx/0xc68ccdf190bcaa60d8a6fa47acdd4311c0b6b7caa804a9dcf486c5181b9892fd
,0.1,https://etherscan.io/tx/0xc4292040e31e149fb4d86c986015be29022ddb2203ce043502cb0c30835491c5
,0.0234,https://etherscan.io/tx/0xa9c77344d27bbbab4d86e9e5ccfb03cbde20e2391ba3933f3355fd22cedf4d6f
,1,https://etherscan.io/tx/0x8997d4b5726c8d604e1234ede66681b7af6a26c6d5c9c305efad7d24ea4bc61f
,0.025,https://etherscan.io/tx/0x2c265474286c90a48e63bc5f10442ea2e814cdf606607360786fb6846fdcf8c3
,2,https://etherscan.io/tx/0x090c5b4cabaaf226269483fa1b5754ae7bb8408515f7beb4276806faff335f05
,0.1,https://etherscan.io/tx/0xfefaff7f4a5ce89018ac64caefb9ab8ef6a7c80b871bcbe08b947089be0d6f96
,0.01,https://etherscan.io/tx/0xcfb87d8dac2ef5a70119cf3ae11dca2420a508f40df54d66b13bed6e2e7caeef
,0.17,https://etherscan.io/tx/0xa55388f2ac859d1fdf41eff87c4355e2dce41a92a25fbb1e20a2cd706dc89e36
,2.5,https://etherscan.io/tx/0x89892dda6d26be5d54ce42d1371f2b57c237e27e0f092642e2f484549a5c3e76
,0.03,https://etherscan.io/tx/0x70097ad2ad01ecec9a0e470597adf52cb750e3d3f814aaa4aa09e0a6f9d73d64
,0.5,https://etherscan.io/tx/0x4630954073de6e7f9a7071a18ae0aad69514f1e4cb5fadaa16d8ea1558e14096
,0.005,https://etherscan.io/tx/0x1334ecabe8a2a8abde092fae5d4466ad6a37382657faeac8797d5aed0b38acfa
,0.02,https://etherscan.io/tx/0x5bf4e0c207f5bd54b0a91fb6a1547afa30809a6959c214996661ed0ec12b0cd5
,0.18,https://etherscan.io/tx/0xb49ba677484a277291c883594e07b06bed9bdfbd27f028e5f2c806a3c13bf7bd
,0.15,https://etherscan.io/tx/0xa18f1a3ef20f7eefde1fa7828eb78741e01188618d69190a3ee3e141339e0da9
,0.2,https://etherscan.io/tx/0x720f17b24a104837952cebeb4426562d452363e2af8f1b24f3d04c37fdba3faa
,0.15,https://etherscan.io/tx/0x63ee62009cc4eb35b02a0a994ba54eb7bf0a16b315b2b6491c5ccd255bcd15ef
,0.7,https://etherscan.io/tx/0x5142145b87adbd64ca193307a01f8efffea6f11eaf3946b3cac96e8e91068fb3
,0.05,https://etherscan.io/tx/0x754764a81a4e4a413eed6a41cb3a44fed86026d944838b8cdda2ff92ea0dfdc6
,0.0196,https://etherscan.io/tx/0x3d9d23bf15571d4d1a0ba0da36c6fb9256caa205ff18dc79ea53a2131b7a8aa0
,0.2,https://etherscan.io/tx/0xe752039f6cc74442afaa05d35ea2fad9147f31352e09f8186eb6ef9067395d62
,0.3,https://etherscan.io/tx/0xd9a8d189ec858e0795aefb02245a72e8ad5b12c2313540de7872df086b6e5f96
,0.02,https://etherscan.io/tx/0xc9565d8260545b08321733df02205a04d2558e18ad944a27a03b28222a4afb68
,0.05,https://etherscan.io/tx/0xc4bdfc4feddf7dcf2e1a529579f9fdc5cc325ca0315ef71be32da3a575eacd22
,0.01,https://etherscan.io/tx/0xa1b56ee7103a8689de2b8005c5ff78cbc91e430fe9971689c976619993c0c978
,0.05,https://etherscan.io/tx/0x84d3612462008a34faff4eb81bf47d5e893731b7d854ff0227378511c6cf2f7b
,0.0233,https://etherscan.io/tx/0x7ca6950e60349e2c93eedfa0063cf2c66fe61dbeb87f3ba33eb0f28f96b31a7b
,0.2,https://etherscan.io/tx/0x5361af4e5a28792ee649e28c459f1f7aea8b45acbc65a3bd9c7153f0245aa24b
,0.018,https://etherscan.io/tx/0x4821d9f345ff8e365b4ba49bfe296843d9766bcc7d03ecd4a51f9dc0db49a73b
,0.042,https://etherscan.io/tx/0x415ad866bd7ef7542d4e6b7dd8abb53e83207b97d76b1e6b54491ed717378f88
,0.002,https://etherscan.io/tx/0x1e5a7cbe89a48c807c7d087dc97c33d2c0512ec6e9e5f4e6cd7e52222573849e
,0.0046,https://etherscan.io/tx/0x10f973b703e344a973e6232ac49fbd3a92ffb4b08098a25b5bcf466468f136f3
,0.1,https://etherscan.io/tx/0x0f46b60e81fe0015a19f053d0e4f3db6cbdb0e99ca91c7fa9d784d5b94166b1e
,0.0005,https://etherscan.io/tx/0xda5a4db0a7cd564b62df80cccf2362d5bed6bb64b8017dfab9112ddd95258e37
,0.1,https://etherscan.io/tx/0x0cd61fa30f1ea1f15799a78b6210b88552422ab8c8822a542f20497dc58c5036
,0.3,https://etherscan.io/tx/0xf9b61220a9219ae2f68701543ae727122d91b958e031646b346a5cfdf1b530d0
,0.1,https://etherscan.io/tx/0xda25dfca611f08e3b3b20e00c99d8483154ed0d0c7e32d6ff531efe6da137e9e
,0.04,https://etherscan.io/tx/0x932abd91e77088844d543c10035c3510902f17b8b2a4178f7d55ba7db3fb08f1
,0.5,https://etherscan.io/tx/0x3dfa41a03527407b57a0c5ccf8cd3d3289334e75df716d10813789ccd60a59c0
,0.05,https://etherscan.io/tx/0xf77b924b249612d5e8bbf8a774fc22149692fd7534e9462a4cd5bc04bf818874
,0.05,https://etherscan.io/tx/0xcc1827a803db24f0f5e961c1c9e81f22ec3e29924b0c269a249ea7f7dfb69985
,1.5,https://etherscan.io/tx/0xa8c3a45f388ca87ea103235ef9624d1308ffac84d70ba1f0fd668a70191bc63f
,2,https://etherscan.io/tx/0x8704f518e30477a5cbbf9b00a1cd78fca63c054fc5335459e026c58fb09c814e
,0.15,https://etherscan.io/tx/0x78805f591c11639f193ce0c79bef769fa3d6d7868347f8d93e5bc50009f7ff4c
,0.25,https://etherscan.io/tx/0x7870594f0e120282ab63b0d3c72c3b8cec30e992d573d7f488a10140281ef443
,0.08,https://etherscan.io/tx/0x77b5f039f5df4d06abfce5c97b5911889ddf2d9fcea200eda087fa49917bc835
,0.1,https://etherscan.io/tx/0x69944e91a2e77437b633509eed854e79f8748bfe3772a82a8fba30734f5e2a88
,0.23,https://etherscan.io/tx/0x4cb38cb8eeaa7263cc2006cb66115a2f3388fc6b54a235acdbb3db82afb7998d
